Africa n.非洲
storytelling ['stɔ:ri,teliŋ] adj.说故事,说谎话
stoss adj.[地]向冰川面的,迎鼻崖的
stotinka [stɔ:'tinkə] n.<保>斯托丁卡,保加利亚的货币名
stound [staund] [方]短时间[废]使痛苦[英方]惊讶,惊奇
stoup [stu:p] n.酒壶,大杯子
stour v.冲突,争斗adj.强壮的
stout [staut] adj.结实的,勇敢坚定的,激烈的,矮胖的,
stouten v.坚定
stouthearted ['staut'hɑ:tid] adj.勇敢的
stove [stəuv] n.炉
stow [stəu] v.装载
stowage ['stəuidʒ] n.堆装物
stowaway ['stəuəwei] n.（藏于轮船，飞机中的）偷乘者
strabismic [strə'bizmik] adj.斜视的
strabismus [strə'bizməs] n.斜视
straddle ['strædl] v.跨骑
strafe [strɑ:f] vt.用机枪扫射,猛烈炮轰,惩罚n.猛烈炮轰
straggle ['strægl] v.迷路,落伍,蔓生,四散,漫延n.散乱
straggler ['stræglə] n.落伍士兵,蔓生的枝叶,游荡者,流浪者,落后者
straggling adj.脱离队伍的,落后的
straggly ['strægli] adj.脱离队伍的,零乱四散的
straight [streit] adj.直的,诚实的,正直的,率直的,整齐的adv.直,直接,一直
straightaway ['streitə,wei] n.直线跑道,陆路(或水路)上的直段
straightedge ['streitedʒ] n.画直线用尺
straighten ['streitn] v.(使)弄直,伸直
straightforward [streit'fɔ:wəd] adj.正直的,坦率的,简单的,易懂的,直接了当的adv.坦率地
straightforwardly [,streit'fɔ:wədli] adv.正直地
straightforwardness [,streit'fɔ:wədnis] n.坦率
straightforwards [streit'fɔ:wədz] adv.笔直地,率直地
straightway ['streit,wei] adv.立即
strain [strein] n.过度的疲劳,紧张,张力,应变vt.扭伤,
strained ['streind] adj.紧张的,矫饰的,做作的
strainer ['streinə] n.滤网,松紧扣,过滤器
strainometer n.[机]伸长计,变形测定器
strait [streit] adj.艰难的,苦恼的,窘迫的n.地峡,[stra
straiten ['streitn] vt.使穷困,使为难,限制
straitened ['steitnd] adj.贫困的
straitjacket ['streit,dʒækit] n.紧身衣
straitlaced ['streit'leist] adj.严格的,固执的,刻板的
straits [streit] n.困难，窘境
strake [streik] n.(束紧车轮用的)轮铁,船底板
stramash v.[苏]骚乱口角,争吵v.击碎,撞毁
stramonium [strə'məuniəm] n.[植](=jimsonweed)曼陀罗,(治气喘病的)
strand [strænd] n.绳、线之一股,线,绳,串,海滨,河岸vi.搁浅vt.使搁浅,使落后,使陷于困境,弄断,搓
stranded ['strændid] adj.搁浅的，进退两难的
strander (电缆)扭绞机,捻股机,合股机
strandline n.[地](海洋等与陆地间的)滨线
strange [streindʒ] adj.陌生的,生疏的,前所未知的,奇怪的,
stranger ['streindʒə] n.陌生人,门外汉
strangle ['stræŋgl] v.扼死
stranglehold ['stræŋgl,həuld] n.勒颈,压制自由,束缚,抑制
strangler ['stræŋglə] 扼杀者,压制者
strangles ['stræŋglz] n.腺疫(马的传染病)
strangulate ['stræŋgjuleit] v.勒死
strangulation [,stræŋgju'leiʃən] n.勒杀,压缩,箝制
strangury ['stræŋgjuri] n.[医]痛性尿淋沥
strap [stræp] n.带,皮带vt.用带缚住,用带捆扎
straphanger ['stræp,hæŋə] n.拉着吊环站立的人,乘车上下班的人
strapless ['stræplis] adj.无带的,无背带的,无吊带的
strappado [strə'pɑ:dəu] n.吊刑,处以吊刑
strapped [stræpt] adj.用皮带装饰的,用皮绳捆住的,身无分文
strapper ['stræpə] n.<口>彪形大汉
strapping ['stræpiŋ] adj.伟岸的,魁梧的,身材高大健壮的n.皮
strass [stræs] n.铅质玻璃
strata ['streitə] n.stratum的复数
stratagem ['strætidʒəm] n.战略,计谋
strategic [strə'ti:dʒik] adj.战略的,战略上的
strategical [strə'ti:ʒikəl] adj.战略的
strategically [strə'ti:ʒikəli] adv.战略上
strategist ['strætidʒist] n.战略家
strategize vi.制订战略[行动计划vt.为…制订战略[行
strategy ['strætidʒi] n.策略,军略
strath [stræθ] n.宽广的山谷,平底河谷
strathspey [stræθ'spei] n.苏格兰的一种轻快的舞蹈,其舞蹈曲
strati n.stratus的复数形
straticulate adj.[地]薄层的,成薄层的,分层的
stratification [,strætifi'keiʃən] n.层化,成层,阶层的形成
stratified ['strætifaid] 成层了的,层积了的,分层的
stratiform ['strætifɔ:m] 层状的,层云状的
stratify ['strætifai] vt.(使)成层
stratigrapher n.地层学家
stratigraphic adj.地层学的
stratigraphical adj.地层学的
stratigraphy [strə'tigrəfi] n.地层学,地层中的岩石组成
stratocumulus [,streitəu'kju:mjuləs] n.[气]层积云
stratoscope n.同温层观测镜
stratosphere ['strætəusfiə] n.[气]同温层,最上层,最高阶段
stratum ['streitəm] n.[地]地层,[生](组织的)层,社会阶层
stratus ['streitəs] n.[气象]层云
stravage [strə'veig] vi.<主苏格兰>漫游,游荡,徘徊
straw [strɔ:] n.稻草,麦杆
strawberry ['strɔ:bəri] n.[植]草莓
strawboard ['strɔ:bɔ:d] n.硬纸板
strawworm n.[昆]广肩小蜂幼虫,石蚕
strawy ['strɔ:i] adj.稻草的,稻草状的,稻草一样的
stray [strei] v.迷路,偏离,漂泊,漂泊游荡adj.迷路的,
streak [stri:k] v.飞跑,加上条纹
streaked [stri:kt] adj.有条斑纹的,不安的
streaky ['stri:ki] adj.有斑点的,有条纹的,容易变的
stream [stri:m] n.溪,川,流,一股,一串,河流v.流,涌,流注
streamer ['stri:mə] n.横幅,长旗,彩色纸带
streaming ['stri:miŋ] 流动
streamlet ['stri:mlit] n.小溪,细流
streamline ['stri:mlain] adj.流线型的
streamlined ['stri:mlaind] adj.最新型的,改进的
streamliner n.流线型火车
street [stri:t] n.街,街道
streetcar ['stri:tkɑ:] n.路面电车
streetlight ['stri:tlait] n.街灯
streetwalker ['stri:t,wɔ:kə] n.(街头的)拉客妓女
strength [streŋθ] n.力,力量,力气,实力,兵力,浓度
strengthen ['streŋθən] v.加强,巩固
strengthened ['streŋθən] 加强
strengthless adj.无力量的
strenuosity [,strenju'ɔsiti] n.费力,艰辛
strenuous ['strenjuəs] adj.奋发的,使劲的,紧张的,热烈的,艰辛
strenuously ['strenjuəsli] adv.奋发地,费力地
strep [strep] n.链锁状球菌
streptococcal [,streptə'kɔkəl] adj.链状球菌的,链球菌所导致的
streptococcus [,streptəu'kɔkəs] n.[微]链球菌
streptokinase [,streptəu'kaineis] n.[生化][药]链激酶,溶栓酶(略作SK)
streptolysin n.[生化]链球菌溶血素
streptomyces [单复同]n.[微]链霉菌
streptomycin ['streptə'maisin] n.链霉素
streptothricin n.[微]链丝菌素
stress [stres] n.重压,逼迫,压力,重点,着重,强调,重
stressful ['stresfəl] adj.1.产生压力的2.使紧迫的
stretch [stretʃ] v.伸展,伸长n.一段时间,一段路程,伸展
stretcher ['stretʃə] n.担架,延伸器
stretchy ['stretʃi] adj.有弹性的
stretto 提前进入
strew [stru:] vt.散播,点缀,撒满
strewment n.<古>撒(或用来撒)的东西(如鲜花等)
strewn [stru:n] vbl.strew的过去分词
stria [straiə] n.条纹,细沟,线痕
striate adj.有条纹的,有细槽的vt.加条纹
striated [strai'eitid] adj.有条纹的,有细条的,有线纹的
striation [strai'eiʃən] n.条痕,条纹状
strick 一束(梳理好的)麻或丝
stricken ['strikən] v.(strike的过去分词,见strike)adj.被打中的,遭殃的,患病的
strickle ['strikl] n.斗刮,油石,刮型器vt.刮光,磨快
strict [strikt] adj.(～with)严格的,严厉的,严谨的,精
strictly ['striktli] adv.严格地,确实地
strictness ['striktnis] n.严格,严重,严密
stricture ['striktʃə] n.责难
stride [straid] v.大步走(过),跨过,大步行走n.步幅
stridency ['straidnsi] n.尖锐，刺耳
strident ['straidnt] adj.轧轧响的,刺耳的,尖锐的
stridor 尖锐的声响
stridulate ['stridjuleit] vi.发出尖而高的声音,吱吱叫鸣
stridulation [,stridʒə'leiʃən] n.鸣声,磨擦声,尖锐的声音
stridulous ['stridjuləs] (=stridulant)发刺耳叫声的,作唧唧声的,
strife [straif] n.斗争,冲突,竞争
strigil ['stridʒil] n.(古希腊或古罗马人用的)刮身板
strike [straik] n.罢工,打击,殴打vt.打,撞击,冲击,罢
strikebound ['straikbaund] adj.因罢工而歇业的
strikebreaker ['straik,breikə] n.破坏罢工
strikebreaking ['straik,breikiŋ] n.破坏罢工
strikeout ['straik,aut] n.三击未中出局,失败
strikeover n.打字未修正而重新打上
striker ['straikə] n.打击者,罢工者,钟锤,叉鱼的人
striking ['straikiŋ] adj.打击的,显著的,惊人的,罢工的
string [striŋ] n.线,细绳,一串,一行v.排成一列
stringboard ['striŋ,bɔ:d] n.[建]楼梯斜梁侧板
stringcourse ['striŋ,kɔ:s] n.[建]层拱,束带层
stringed [striŋd] 有弦(乐器)的
stringency ['strindʒənsi] n.严格,紧迫,说服力
stringendo [strin'dʒendəu] adj.渐快的adv.[乐]逐渐加快地,渐快地
stringent ['strindʒənt] adj.严厉的,迫切的,银根紧的
stringer ['striŋə] n.上弦匠,长条支承木材
stringhalt ['striŋ'hɔ:lt] n.马的跛行症
stringing [striŋ] 接下油(套)管
stringless adj.无细绳的,无弦的
stringpiece ['striŋ,pi:s] n.[建]纵梁
strings [striŋ] 线
stringy ['striŋi] adj.纤维的
striolate adj.具细条纹的,具细线条的
strip [strip] vt.剥,剥去n.条,带
stripe [straip] n.斑纹,条纹
striped [straipt] adj.有斑纹的
striper [美俚](戴有臂章的)现役军人或海军军官
stripling ['stripliŋ] n.年轻人,小伙子
stripped (-product)output剥裂物产额
stripper ['stripə] n.清除的人,剥离器
striptease ['stripti:z] n.脱衣舞vi.跳脱衣舞
stripy ['straipi] adj.有条纹的,有斑纹的
strive [straiv] v.努力,奋斗,力争,斗争
striving ['straiviŋ] 努力
strobe [strəub] n.闸门,起滤波作用
strobila n.[动](绦虫的)节裂体,横裂体(钵水母的)叠
stroboscope ['strəubəskəup] n.频闪观测仪
stroboscopic [,strəubə'skɔpik] adj.频闪观测仪的
strobotron n.[电子]频闪管
strode [strəud] vbl.stride的过去式
stroganoff ['strɔ:gənɔ:f] 以酸奶油、肉汤、蘑菇等烹调的
stroke [strəuk] n.击,敲,报时的钟声,(网球等)一击,(划
stroll [strəul] n.漫步,闲逛,四处流浪v.闲逛,漫步,跋
stroller ['strəulə] n.散步者,流浪者
strolling ['strəuliŋ] 徘徊的巡游的漫游的
stroma ['strəumə] [解]基质
stromeyerite n.[矿]硫铜银矿
strong [strɔŋ] adj.强,强壮的,坚固的,浓的,强烈的,强大的,强的,强硬的
strongbox ['strɔŋbɔks] n.保险箱
stronghold ['strɔŋhəuld] n.要塞,据点
strongly ['strɔŋli] adv.强有力的,坚固地,坚强地,激烈地
strongpoint ['strɔŋ,pɔint] n.战略要点,长处,优点
strongylosis n.[医]圆线虫病
strontia ['strɔnʃiə] 氧化锶
strontic adj.[化]锶的
strontium ['strɔnʃiəm] n.锶
strop [strɔp] n.皮带
strophanthin [strəu'fænθin] n.[药]毒毛旋花甙(一种强心剂)
strophe ['strəufi] n.古希腊歌队唱的歌,诗节
stroud n.粗呢衣服,粗呢毯子
strove [strəuv] vbl.strive的过去式
strow [strəu] v.散播
stroy vt.<古>=destroy
struck [strʌk] adj.受罢工影响的vbl.strike的过去式和过
structural ['strʌktʃərəl] adj.结构的,建筑的
structuralize 使(机能)体现在组织结构中将...吸引进结
structure ['strʌktʃə] n.结构,构造,建筑物vt.建筑,构成,组织
structureless adj.无结构的无定形的
strudel ['stru:dəl] n.以果实或干酪为馅而烤成的点心
struggle ['strʌgl] n.竞争,努力,奋斗vi.努力,奋斗,挣扎v
strum [strʌm] n.乱弹的声音v.乱弹,乱奏
struma ['stru:mə] n.[医]甲状腺肿,腺病,瘤
strumpet ['strʌmpit] n.妓女
strung [strʌŋ] vbl.string的过去式和过去分词
strunt n.[苏]马尾等的根部n.将马、羊尾等剪短
strut [strʌt] n.高视阔步,支柱,压杆vi.大摇大摆地走,
struthious ['stru:θiəs] [动]鸵鸟目(Struthioniformes)的
strychnine ['strikni:n] n.士的宁,番木鳖碱
stub [stʌb] n.树桩,残余,断株,烟蒂,用突了的笔,存
stubble ['stʌbl] n.断株,茬,短发
stubbly ['stʌbli] adj.多断株的,断株样的,短而粗的
stubborn ['stʌbən] adj.顽固的,固执的,坚定的,坚决的,难应
stubbornly ['stʌbənli] adv.倔强地,顽固地
stubbornness ['stʌbənnis] n.倔强,顽强
stubby ['stʌbi] adj.断株样的,短而粗硬的
stucco ['stʌkəu] n.[建]装饰用的灰泥vt.涂以灰泥,粉刷
stuccowork ['stʌkəu,wə:k] n.灰泥工
stuck [stʌk] vbl.stick的过去式和过去分词
stuck-up ['stʌk'ʌp] adj.<口>高傲的,自大的,神气活现的
stud [stʌd] n.大头钉,钮扣,饰纽,柱头螺栓,马群v.
student ['stju:dənt] n.(大小学校的)学生,研究者,学者
studied ['stʌdid] adj.有计划的,故意的
studio ['stju:diəu] n.画室,照相室,工作室,(无线电或电视节目的)演播室,(制作电影的)摄影棚,(电影公司的)摄影场
studious ['stju:diəs] adj.勤学的,认真的,慎重的,热心的
study ['stʌdi] n.学习,研究,学科,试作,论文,求学,努力,书房vt.学习,攻读,研究,考虑,计划vi.学习,试图
stuff [stʌf] n.原料,材料,素材资料vt.塞满,填满,填
stuffily 
stuffiness ['stʌfinis] n.不通风,闷热
stuffing ['stʌfiŋ] n.填塞料
stuffy ['stʌfi] adj.乏味的
stull n.[矿]横梁,横撑,支柱,顶梁
stultification ['stʌltifi'keiʃən] n.使显得愚笨,使变无效
stultify ['stʌltifai] vt.使显得愚笨,使变无效,使成为徒劳
stum [stʌm] n.未发酵的葡萄汁vt.用防腐剂防止发酵过度
stumble ['stʌmbl] v.绊倒,使困惑,蹒跚,结结巴巴地说话,踌
stump [stʌmp] n.树桩,残余,烟头v.掘去树桩,砍成树桩,绊倒,难住,截去
stumpage n.[农]立木,未砍伐的树
stumpy ['stʌmpi] adj.多残株的,株状的,粗短的n.矮胖者
stun [stʌn] vt.使晕倒,使惊吓,打晕n.晕眩,打昏,惊
stung [stʌŋ] vbl.sting的过去式及过去分词
stunk [stʌŋk] vstink的过去式和过去分词
stunner ['stʌnə] n.把人打昏的人,绝妙的东西,出色的人
stunning ['stʌniŋ] adj.足以使人晕倒的,极好的
stunsail ['stʌnsl] n.补助帆,翼横帆
stunt [stʌnt] v.阻碍...发育,妨碍...生长,作惊人表演,
stunted ['stʌntid] adj.成长受妨碍的,矮小的
stuntman n.特技演员
stupa ['stu:pə] n.佛塔
stupe [stju:p] n.温布,热湿布
stupefacient [,stju:pi'feiʃənt] n.麻醉药品adj.麻醉的
stupefaction [,stju:pi'fækʃən] n.麻木状态
stupefy ['stju:pifai] v.（使）茫然，吓呆
stupendous [stju:'pendəs] adj.惊人的,巨大的
stupid ['stju:pid] adj.愚蠢的,麻木的,乏味的
stupidity [stju:'piditi] n.愚蠢,糊涂事
stupor ['stju:pə] n.昏迷
sturdily ['stə:dili] adv.坚强地,刚强地,坚毅地
sturdiness ['stə:dinis] n.强健,雄壮,坚固
sturdy ['stə:di] adj.强健的,坚定的,毫不含糊的n.[兽医]
sturgeon ['stə:dʒən] n.[鱼]鲟鱼
sturt [stə:t] n.骚乱vt.惊动vi.受惊扰
stutter ['stʌtə] n.口吃,结结巴巴v.口吃着说
stutterer ['stʌtərə] n.口吃(的人)
sty [stai] n.猪栏,猪圈vi.住在猪圈里vt.关入猪栏
stygian ['stidʒiən] adj.地狱的,阴暗的
style [stail] n.风格,时尚,文体,风度,类型,字体vt.称呼,设计,使合潮流使铁笔作装饰画
stylebook ['stailbuk] n.样本,时装式样本
stylet ['stailit] n.短剑,匕首,探针
stylish ['stailiʃ] adj.时髦的,漂亮的,流行的
stylist ['stailist] n.自成流派者,文体家,设计师
stylistic [stai'listik] adj.格式上的,体裁上的
stylistics [stai'listiks] n.文体论
stylite ['stai,lait] n.[宗]修行的人
stylize ['stailaiz] vt.使风格化,模仿别人的风格vi.符合特定(或传统)程式
stylobate ['stailə,beit] n.[建]柱座(一列柱子下面的柱基)
stylograph ['stailəgræf] n.笔尖成细小管状的自来水笔
stylographic adj.铁笔刻写法的,尖笔写法的
stylography [stai'lɔgrəfi] n.尖笔书写法
styloid ['stailɔid] 茎状突起的,尖笔形的[解]柱状的
stylolite n.[地]缝合岩面
stylopodium n.[植](具伞形花序植物花柱的)柱基
stylus ['stailəs] n.铁笔
stymie ['staimi] n.[高尔夫]妨碍球v.从中作梗,完全妨碍
styptic ['stiptik] adj.[医]收敛性的,止血的n.止血剂
styrax [植]苏合香安息香
styrene ['stairi:n] n.[化]苯乙烯
suasion ['sweiʒən] n.说服,劝告
suasive ['sweisiv] adj.劝说的,有说服力的
suave [sweiv] adj.温和的
suavity ['swæviti] n.柔和,愉快,温和
sub [sʌb] n.潜水艇,低能者
subacetate n.[化]碱式乙酸盐
subacid [sʌb'æsid] adj.略带酸味的
subacute adj.稍尖的,亚急性的
subadult adj.接近成年的n.接近成年的人
subaerial adj.天空下的,地面上的,接近地面的
subagency n.分理处,分销处,代理分公司
subagent [sʌb'eidʒənt] n.副代理人
subahdar [印]印度军队中的尉官
subalpine [sʌb'ælpain] adj.亚高山带的
subaltern ['sʌbltən] n.次长,中尉,副官adj.下的,副的,次的
subalternate n.[哲]特称命题adj.循次序的连续的
subapical adj.接近顶点的,位于顶点下的
subaquatic [,sʌbə'kwætik] adj.[动][植]半水生的
subaqueous [sʌb'eikwiəs] adj.水中的,水下用的
subarctic ['sʌb'ɑ:ktik] adj.亚北极区的
subarea n.分区
subassembler n.部件装配工
subassembly n.部件,组件
subatmospheric adj.低于大气层的,低于大气压的
subatomic [,sʌbə'tɔmik] adj.小于原子的；亚原子的，次原子的
subaudition [,sʌbɔ:'diʃən] n.言外之意,领悟言外之意
subaverage adj.低于平均水平的
subbase 子基底基,底基层
subbasement ['sʌb,beismənt] n.地下第二层
subbing 做代替人[替工
subcelestial adj.在天下面的,尘世的
subcentral adj.中心下面的近中心的,距中心不远的
subchannel 分流道,子[分,辅助]通道
subchaser ['sʌb,tʃeisə] n.[军]驱潜艇
subclass ['sʌb,klɑ:s] n.[生]亚纲,子集
subclavian adj.锁骨下的,锁骨下动脉(或静脉)的,锁骨
subclimax n.[生]亚顶极群落,亚演替顶极
subclinical [sʌb'klinikl] adj.[医]临床症状不显的,亚临床的
subcollegiate adj.准大学程度的
subcommittee ['sʌbkə,miti] n.委员会的附属委员会,小组委员会
subconscious ['sʌb'kɔnʃəs] adj.下意识的
subconsole 辅助控制台
subcontinent [sʌb'kɔntinənt] n.次大陆
subcontract ['sʌb'kɔntrækt] n.转包合同
subcontractor ['sʌbkən'træktə] n.转包商,次承包者
subcontrariety n.[逻]小反对关系,下反对关系
subcontrary [sʌb'kɔntrəri] adj.小反对关系的n.小反对命题
subcool vt.使过冷,使低温冷却
subcortex n.[解]下皮层,皮层下部
subcritical [,sʌb'kritikl] 近乎危急的
subculture ['sʌb,kʌltʃə] n.次培养基,次培养菌v.次培养
subcutaneous ['sʌbkju:'teiniəs] adj.[解]皮下的,皮下用的
subcutis n.[解]皮下组织
subdeacon [sʌb'di:kən] n.(基督教的)副助祭,副补祭,副执事
subdeb ['sʌbdeb] n.(常指十五六岁的)妙龄少女adj.妙龄少女
subdebutante [sʌb,debju'tɑ:nt] n.(常指十五六岁的)妙龄少女adj.妙龄少女
subdentate adj.(叶缘)略具齿状的,槽形不明显的
subdepot n.(军用补给品仓库的)分仓库,附属仓库
subdividable adj.可再分的,适于再分的
subdivide ['sʌbdi'vaid] v.再分,细分
subdivision ['sʌbdi,viʒən] n.细分,一部
subdominant [sʌb'dɔmənənt] n.[音]次属音adj.占第二位优势的
